,Number_of_Pitches,Number_of_Pitch_Classes,Number_of_Common_Pitches,Number_of_Common_Pitch_Classes,Range,Mean_Pitch,Most_Common_Pitch,Most_Common_Pitch_Class,Pitch_Variability,First_Pitch,Last_Pitch,Most_Common_Rhythmic_Value
"C:\Users\robbi\OneDrive - University of Glasgow\MCA\Money MCA MIDI.mid",11.0, 8.0, 5.0, 2.0, 19.0, 36.0, 35.0, 11.0, 4.809, 35.0, 38.0, 1.0
