0.00725711,0.00621438,0.0129514,0.0187532,0.0194842,0.0154834,0.0137364,0.0143214,0.0124135,0.00920954,0.00678652,0.00506079
0.0474306,0.0468614,0.0451554,0.0494828,0.0499726,0.0755103,0.0739551,0.0521456,0.0704991,0.0408147,0.0156346,0.0363767
0.0646368,0.0521321,0.0359939,0.0599025,0.0768095,0.0422386,0.0258313,0.0312888,0.0364617,0.0319342,0.0318503,0.0391554
0.0326009,0.0192468,0.0215188,0.0412855,0.0817013,0.0434407,0.0177213,0.0227667,0.0249381,0.022188,0.0160737,0.0150421
0.0197843,0.0152969,0.0233446,0.0618405,0.0679659,0.0218892,0.00811121,0.0180687,0.0337499,0.0278944,0.0155152,0.012238
0.0100118,0.010391,0.0230919,0.0630225,0.0743787,0.0223459,0.0094395,0.0215539,0.0306911,0.0292088,0.0180442,0.00983533
0.017088,0.0283219,0.0489814,0.0870798,0.0975237,0.0344748,0.0296414,0.0302656,0.0339351,0.0299168,0.0209718,0.0263471
0.0163662,0.0145259,0.0302297,0.091054,0.0940677,0.0301379,0.0279888,0.0230465,0.0355753,0.0334439,0.01114,0.0148091
0.012801,0.0177276,0.0221492,0.0787612,0.109572,0.0415222,0.0177321,0.0177611,0.0347973,0.0311171,0.0186219,0.0188205
0.0235927,0.0177575,0.0226357,0.0732325,0.0962299,0.037131,0.0158091,0.0206299,0.0335317,0.0365355,0.010034,0.0177892
0.0247726,0.0386651,0.042457,0.0588567,0.0685143,0.0432998,0.0429631,0.047708,0.0485725,0.0545106,0.0485207,0.0399829
0.0223328,0.0251382,0.0165278,0.0532778,0.0705665,0.0446143,0.0316517,0.0316355,0.0366076,0.0346591,0.0237359,0.024278
0.0228581,0.0189572,0.0210308,0.0654642,0.0712859,0.0237431,0.00999284,0.0197935,0.0192234,0.0202539,0.0160521,0.0135135
0.0185552,0.0136856,0.0105249,0.0494724,0.0690336,0.022382,0.00949332,0.0112607,0.0180484,0.0178803,0.0135836,0.0126802
0.0153212,0.0141365,0.0111765,0.0429081,0.0590186,0.018593,0.00795558,0.00933976,0.0162205,0.0179837,0.0128824,0.0137275
0.0196965,0.018422,0.0148965,0.0393365,0.0502911,0.0146334,0.0108337,0.0123545,0.0173853,0.0193066,0.00987936,0.020077
0.0432402,0.0310651,0.0294981,0.0360689,0.0348602,0.0206418,0.0159016,0.0105243,0.0205296,0.0442175,0.0801324,0.0816962
0.0313335,0.0145939,0.0122906,0.0218919,0.0250443,0.00895685,0.00844206,0.0043264,0.0122602,0.0205855,0.0811719,0.0831943
0.0163068,0.00485665,0.00634741,0.0151828,0.0263002,0.0137042,0.00900519,0.00610928,0.00807477,0.0186073,0.0685651,0.0670079
0.0188095,0.00676846,0.00749519,0.0182067,0.0254986,0.0150613,0.0107981,0.0120891,0.0121041,0.0166999,0.0539902,0.0559253
0.04148,0.0289285,0.0186773,0.032147,0.0393629,0.0214655,0.0212006,0.0218768,0.0130302,0.0180666,0.0296462,0.0364639
0.0231457,0.0231819,0.02426,0.0368175,0.0410016,0.0159357,0.0088897,0.0140725,0.00841844,0.0110027,0.017515,0.0255252
0.0199625,0.0142232,0.0127258,0.0303061,0.0440534,0.0152305,0.00969214,0.00745034,0.0121957,0.0148346,0.0178471,0.0208407
0.00914673,0.00967371,0.00863576,0.0342947,0.0457715,0.0153564,0.00795535,0.0108762,0.0171237,0.0174623,0.0115146,0.0126807
0.0166735,0.0138387,0.0127812,0.0413168,0.055376,0.0198285,0.0157429,0.01767,0.0112442,0.0137019,0.0166015,0.0209075
0.0391912,0.0324186,0.0254508,0.0550898,0.0683987,0.0316903,0.0212819,0.0261516,0.0315774,0.0263908,0.0467132,0.0562764
0.0405281,0.020652,0.017798,0.0330087,0.0358773,0.0224802,0.0240279,0.0167137,0.0206573,0.0416577,0.0919457,0.0829394
0.0302558,0.00906304,0.00985233,0.0218341,0.0340977,0.0233788,0.0130162,0.00942361,0.0143356,0.0158895,0.0705921,0.0758231
0.0201549,0.00747962,0.00891761,0.0233109,0.0277659,0.0113039,0.00523218,0.00626808,0.0149548,0.023948,0.0683621,0.0657358
0.0231646,0.0294895,0.0332816,0.0501627,0.0593763,0.0495204,0.0410419,0.045392,0.0469292,0.0409885,0.0968822,0.0784428
0.0350384,0.0277509,0.020359,0.0387739,0.0458832,0.038738,0.0311995,0.0286261,0.0317579,0.0379724,0.0481752,0.0474957
0.02267,0.018662,0.0201517,0.038623,0.0351499,0.0247815,0.00826831,0.0110326,0.0115279,0.019015,0.0187088,0.0263286
0.0181873,0.0131679,0.00892022,0.0271919,0.0390899,0.0175652,0.0130099,0.0127669,0.0171031,0.0193978,0.0249685,0.0243607
0.00943856,0.0130089,0.00939185,0.0271558,0.0394059,0.0185995,0.00497827,0.0094062,0.0125366,0.0157942,0.0194256,0.0196819
0.0233367,0.0139541,0.0113883,0.0363704,0.0475501,0.0210686,0.0161612,0.0121284,0.0241343,0.0327192,0.0327214,0.0394388
0.019842,0.0080192,0.0119264,0.0205207,0.0300577,0.0127201,0.0153404,0.0092972,0.0197369,0.0309622,0.0746697,0.0785646
0.0216512,0.00887505,0.00805855,0.0279841,0.0360156,0.0179964,0.00982549,0.00942993,0.0227823,0.0190924,0.0776009,0.0797781
0.0201429,0.00685414,0.00634894,0.0289216,0.0384679,0.0155158,0.0118693,0.0107234,0.0197969,0.0280795,0.0742796,0.0785584
0.0283086,0.0156702,0.0171193,0.0319744,0.0465409,0.0234928,0.00947647,0.0143704,0.021049,0.0234047,0.0353322,0.057708
0.045254,0.0194087,0.0354144,0.0491651,0.0493987,0.0362036,0.0387806,0.0290794,0.0476803,0.0433685,0.0248397,0.0407036
0.040215,0.0483033,0.0386263,0.0329762,0.0416067,0.0231136,0.0141774,0.0160159,0.0183627,0.026419,0.0203279,0.0428749
0.0201712,0.0353561,0.0351707,0.014417,0.00783879,0.0076139,0.00854728,0.0107762,0.0232468,0.0292525,0.0363435,0.0415885
0.0179682,0.0356238,0.0408459,0.0181562,0.00986253,0.00591836,0.00752367,0.00928156,0.0259274,0.0339525,0.0185692,0.0332656
0.0241335,0.0280643,0.0435494,0.021588,0.0160267,0.0170542,0.0167366,0.0228117,0.0381231,0.0356177,0.0384936,0.0364562
0.0534704,0.0594006,0.0556196,0.0256758,0.0254786,0.025454,0.0229013,0.0241632,0.0490198,0.0601573,0.0390591,0.0451233
0.0361501,0.0324471,0.0411661,0.020435,0.01865,0.0147865,0.00840534,0.0153147,0.0472192,0.071656,0.0418633,0.0474989
0.0328421,0.02838,0.0287575,0.0237014,0.0125148,0.00896853,0.0104799,0.0152414,0.0529412,0.0788092,0.040326,0.0322946
0.0273463,0.0339227,0.0329865,0.0200585,0.010117,0.0104622,0.0109971,0.0222044,0.0746209,0.0818817,0.0257478,0.0173449
0.0375589,0.0515588,0.0501497,0.0490141,0.0581632,0.0664694,0.0586908,0.0351559,0.0906226,0.10883,0.0616504,0.0366219
0.0717464,0.0419343,0.0235527,0.0307603,0.0241953,0.0262288,0.0200854,0.0297042,0.0556701,0.076683,0.0780608,0.0967129
0.0214247,0.0309714,0.0697782,0.0406573,0.0120103,0.0136491,0.0107127,0.0127655,0.0378481,0.0592358,0.0202858,0.0161552
0.0163416,0.0588307,0.121264,0.061075,0.0165112,0.0112248,0.0109567,0.0126425,0.0264855,0.0413904,0.022393,0.0157032
0.0343397,0.117572,0.0947947,0.0172534,0.00899054,0.00757411,0.00633539,0.0117241,0.031797,0.0329454,0.0124581,0.0111708
0.0929274,0.0267957,0.0177678,0.0138138,0.0192799,0.0101164,0.0122127,0.0109253,0.0244493,0.0242758,0.0454893,0.112034
0.0144442,0.011951,0.011806,0.0222274,0.0242728,0.0143,0.0151982,0.042434,0.0957539,0.0913353,0.029321,0.0129232
0.00714168,0.00760618,0.00872522,0.00608442,0.00825447,0.0114761,0.0129905,0.0194573,0.0378997,0.0354479,0.014708,0.0128491
0.0086437,0.0113644,0.0113782,0.00731802,0.00857415,0.00703604,0.0129806,0.0144161,0.03041,0.0324256,0.017964,0.0118357
0.0187422,0.0127471,0.0603897,0.0830642,0.0323539,0.0141008,0.0250152,0.0520744,0.053805,0.0390955,0.0193237,0.0278365
0.0327153,0.0681818,0.0489696,0.0134538,0.0211479,0.0437682,0.0696727,0.040761,0.0163866,0.0210125,0.0280549,0.0306285
0.0430085,0.0500889,0.0155703,0.0085847,0.0112885,0.0529578,0.0498285,0.0162299,0.00686788,0.02215,0.020908,0.0274458
0.0400414,0.0163861,0.0128278,0.0153954,0.0642257,0.105138,0.0515483,0.0291234,0.0194845,0.0148442,0.0135968,0.0306137
0.0102276,0.020352,0.0284793,0.072343,0.0960936,0.031034,0.00804357,0.00667107,0.0085427,0.00861072,0.0220411,0.0309865
0.0265876,0.0283832,0.0203029,0.0216262,0.0224506,0.00871782,0.00999276,0.0154789,0.0222524,0.0214759,0.0197393,0.023269
0.0215349,0.0304805,0.0425654,0.0462157,0.0323009,0.0149658,0.00759366,0.00681211,0.0229217,0.0284802,0.0120655,0.0111171
0.0123232,0.0131772,0.0465889,0.064039,0.0205584,0.00776766,0.0061539,0.00608155,0.0273065,0.0543508,0.0478605,0.0237167
0.0159093,0.0147932,0.0563906,0.0590782,0.0180708,0.00277789,0.00486411,0.00610693,0.0255181,0.0360165,0.0174817,0.0153311
0.0145887,0.0239259,0.0438736,0.0265336,0.00980159,0.00441752,0.00319491,0.00834063,0.0201213,0.0258571,0.0124624,0.0107167
0.0144941,0.0185757,0.0308716,0.0169014,0.0150184,0.0112932,0.00856628,0.0115521,0.0224007,0.0253343,0.0167802,0.0127837
0.0269031,0.0422782,0.0376524,0.036603,0.044187,0.0664784,0.0807369,0.0545907,0.0359416,0.0411516,0.0322167,0.0235234
0.0315741,0.0568147,0.0312545,0.0189195,0.0136017,0.0223374,0.0285117,0.0152538,0.0105682,0.0153602,0.00913157,0.00821143
0.0645014,0.0417022,0.0101457,0.0230694,0.0161419,0.0357667,0.0384663,0.0200843,0.0149517,0.0219534,0.0174931,0.0244433
0.015761,0.0101857,0.0136642,0.0189851,0.0139478,0.00851449,0.00783293,0.00958275,0.0204534,0.0298385,0.0236822,0.0214908
0.0124865,0.00611189,0.00621259,0.0111284,0.0123801,0.00836616,0.00658826,0.00440405,0.0212782,0.0290447,0.0169461,0.0171534
0.0077742,0.0101517,0.00751871,0.00515713,0.00718668,0.00412491,0.00500461,0.00774765,0.0262341,0.0276577,0.0153383,0.0189501
0.0122353,0.0112226,0.00542588,0.0050963,0.00646256,0.0029007,0.00331461,0.00577267,0.0227889,0.0253289,0.0230141,0.0223775
0.0182828,0.0148636,0.0145797,0.0196585,0.0180203,0.0213602,0.0217293,0.0208953,0.0305182,0.0347206,0.0331537,0.0375235
0.032068,0.0190547,0.0201334,0.0254828,0.0264974,0.0272238,0.0285839,0.0298518,0.0407682,0.0353841,0.0217418,0.0384947
0.024903,0.020851,0.0433451,0.0733282,0.0445967,0.0292039,0.0388406,0.0470437,0.0798177,0.039945,0.02611,0.0298634
0.0235151,0.06322,0.0657933,0.0301801,0.0460082,0.0462925,0.0399687,0.0585105,0.0426246,0.0214422,0.0273339,0.0285184
0.0137382,0.0160439,0.0111566,0.0160987,0.0175389,0.0210914,0.0228836,0.0192663,0.0177847,0.0109435,0.0113472,0.0141023
0.0169705,0.0152292,0.0102551,0.0117318,0.0188097,0.0615315,0.0553565,0.0213608,0.0159368,0.0162482,0.0219869,0.0281902
0.00782625,0.0123116,0.017495,0.030192,0.0399551,0.0286011,0.00944498,0.00891312,0.0122099,0.0152055,0.0209475,0.0307286
0.015189,0.00761521,0.00737505,0.0128551,0.0159203,0.00760651,0.00361336,0.00426055,0.0113673,0.0126506,0.0213935,0.0247007
0.0135001,0.0155864,0.00758536,0.0176947,0.0206658,0.0119142,0.00708869,0.00464732,0.0109667,0.0132334,0.0220866,0.0284154
0.0156636,0.00996705,0.00512941,0.017586,0.0192245,0.00758728,0.00559799,0.00474529,0.0121346,0.0136999,0.0213055,0.0261457
0.0692232,0.0379983,0.0663359,0.0716051,0.043802,0.0201047,0.0292143,0.0543288,0.0701394,0.0685859,0.057533,0.0794192
0.0214013,0.0534438,0.0489041,0.0274632,0.021795,0.0228572,0.0591535,0.0535611,0.0252571,0.0243033,0.0280726,0.0213752
0.0450928,0.0404014,0.0163874,0.0296958,0.0317138,0.0693288,0.0578685,0.0179487,0.0194135,0.0245947,0.0264285,0.0217951
