-17.8051,2.9243,0.246716,0.481212,-0.0248351,0.11098,0.186237,-0.257242,0.107394,0.36953,-0.168439,-0.280965,-0.338291,-0.067979,-0.134624,-0.111649,0.0475102,0.179126,-0.142436,-0.376419
-15.0837,2.74125,-0.00228531,0.898501,0.194175,0.354261,0.378579,0.102106,0.120938,0.552257,-0.21633,-0.0287848,-0.0316097,-0.164152,-0.437046,-0.211403,0.188501,0.0371128,-0.174708,-0.0904829
-17.1743,2.06048,0.00327335,0.893527,0.309163,0.633563,0.563689,-0.218814,-0.326809,0.0900658,-0.335096,0.00516601,0.0372057,-0.198665,-0.213562,-0.0344099,0.046377,-0.233625,-0.131537,-0.192494
-15.9741,2.78375,0.0837861,0.670478,-0.138388,0.407975,0.965826,-0.0287993,-0.179013,0.0245708,-0.400343,-0.0698573,-0.212557,-0.287059,-0.139554,-0.113107,-0.118834,0.0522876,0.167131,-0.07859
-15.6593,2.88412,0.0177583,0.521506,0.00668918,0.500831,0.572074,0.0958939,-0.0784095,0.179747,-0.337818,-0.165291,-0.104917,-0.109123,-0.255185,-0.248272,-0.25717,-0.190013,-0.136305,0.00780918
-15.4857,2.024,0.380519,1.32628,-0.283599,0.447689,0.302332,-0.151856,-0.281625,0.526472,-0.0841853,-0.023163,-0.189479,-0.251412,-0.168751,-0.258047,-0.218592,-0.0930495,-0.0162428,0.0198591
-16.588,1.90676,-0.112636,0.801613,-0.115058,0.236712,0.306817,0.112774,-0.186048,0.230864,-0.189064,-0.197142,-0.22751,-0.141361,-0.174478,0.0868802,0.130696,0.0469208,-0.0920448,-0.0552739
-17.2688,1.60397,-0.329054,0.579691,0.0227566,0.402945,0.582433,0.107829,-0.243617,0.35637,-0.0996636,-0.152707,-0.426112,-0.239084,-0.358085,-0.143079,0.0437141,0.103032,0.103496,0.20969
-17.668,1.66129,-0.346096,0.624407,0.0626292,0.527524,0.715318,-0.190399,-0.309172,0.330595,0.129659,-0.0387266,-0.311124,0.0922739,-0.291041,-0.368687,-0.545884,-0.280545,-0.0898242,0.00183267
-17.5601,1.70061,-0.226859,0.534111,-0.0922632,0.350355,0.312394,-0.200786,-0.214324,0.0790459,-0.152882,-0.114715,-0.187444,-0.161584,-0.284143,-0.27093,-0.330213,-0.227993,-0.266347,0.117954
-16.3156,2.38299,-0.533319,0.969424,-0.145306,-0.200884,0.129579,-0.450194,-0.481528,0.201701,0.0901776,0.417783,0.0631269,-0.28743,0.119971,0.174044,-0.300808,-0.258491,-0.211014,-0.0117771
-16.3197,2.98443,-0.474931,0.947193,-0.185435,-0.257602,-0.164356,-0.408115,-0.320505,0.315485,0.0123195,0.460098,0.279691,-0.51646,0.00458402,0.219287,-0.376789,-0.434409,-0.313235,-0.022891
-15.4641,2.77232,-1.56687,0.248337,-0.0268054,-0.0543312,-0.211328,-0.156183,-0.175238,0.122703,0.0950116,0.369434,0.243464,-0.359046,-0.040134,0.151605,-0.593454,-0.0460079,-0.13204,-0.134628
-13.6778,3.12141,-2.09147,0.596378,0.0792445,0.0887875,-0.345307,-0.149387,-0.425682,-0.228678,0.266356,0.251135,0.200292,-0.304087,0.108525,0.112586,-0.302549,0.370129,-0.0543894,-0.0520953
-12.3292,2.93664,-2.1025,0.441223,0.287622,0.181868,-0.474297,-0.00204043,-0.662202,-0.16411,0.0444293,0.488863,-0.0199245,-0.232477,0.0210029,-0.254776,-0.285415,0.261208,-0.0774513,-0.377335
-12.559,2.84578,-1.95372,0.36619,0.62726,-0.331429,-0.373667,0.155877,-0.32616,-0.185162,0.351403,0.343826,-0.128576,-0.0689603,0.033896,-0.215822,-0.348172,0.199786,-0.072131,-0.215567
-12.704,3.16447,-1.94511,0.486198,0.213094,-0.318908,-0.598229,0.0449321,-0.423136,-0.311937,0.273926,0.221242,-0.27867,-0.250531,0.0167989,-0.0349077,-0.332003,0.160285,-0.258965,-0.395682
-13.2698,3.30282,-2.11882,0.658698,-0.0904567,-0.0474896,-0.632757,-0.203433,-0.416807,-0.312277,0.238233,0.182693,-0.156884,-0.363268,-0.304796,-0.0245696,-0.0441571,0.0824518,-0.268735,-0.234886
-13.3244,3.36136,-2.03613,0.647974,0.230614,-0.182533,-0.744664,-0.110177,-0.25943,-0.23057,0.32755,0.202554,-0.180775,-0.196586,-0.119906,0.131659,-0.156803,0.187222,-0.28566,-0.288229
-12.8888,2.99767,-1.6039,0.708644,0.220701,-0.114533,-0.489782,-0.145925,-0.355883,0.212023,-0.0842519,0.190932,-0.0972094,-0.11831,-0.261614,0.138691,0.00256407,0.379931,-0.147996,-0.270215
-13.3175,3.72896,-1.7745,1.12882,0.449419,0.207615,-0.74244,-0.292718,-0.104461,-0.13356,0.208795,0.195778,-0.112838,-0.275707,-0.394253,0.269836,0.0588199,0.197452,-0.212988,-0.328022
-13.3131,3.51733,-1.7939,1.24307,0.589693,0.19981,-0.491374,-0.206267,-0.55876,-0.369684,0.187859,0.268948,-0.268841,-0.488247,-0.296531,0.10906,0.036197,0.396002,-0.0955276,-0.420604
-13.3259,3.28594,-1.56787,1.03242,0.496877,0.170311,-0.220269,-0.018898,-0.279427,-0.442184,0.356964,0.338994,-0.044382,-0.292566,-0.097785,0.0718467,0.0284273,0.183704,-0.358959,-0.443061
