-10.2313,2.11346,1.3889,0.984782,-0.252758,0.441123,0.100219,-0.0349545,-0.0591847,-0.299248,-0.0342348,0.0521527,0.132295,0.105062,-0.544393,-0.0632212,0.189527,0.177279,0.157065,0.278743
-4.6966,0.974398,1.54931,0.779535,-0.260968,0.222319,-0.00405518,0.269172,0.097261,0.0643181,-0.306411,-0.737663,0.14518,0.198585,-0.275503,0.0889082,0.105128,0.33105,0.428014,0.077266
-3.87881,1.40042,1.30408,0.861371,-0.326459,0.105609,-0.0914537,-0.254087,-0.145171,0.113546,0.0641714,-0.483773,0.0285056,0.0937309,-0.123631,0.476063,0.318727,0.233276,0.342099,0.137765
-4.22012,2.28306,0.634866,0.851201,0.115001,0.214916,-0.00586427,0.178165,0.232602,0.297379,0.356987,0.0594095,0.0986177,0.150283,0.0913894,0.207301,-0.0940063,0.0646356,0.0857865,-0.0247656
-4.98209,1.88977,0.958919,0.984414,0.107823,0.20161,-0.41176,-0.152195,0.138103,0.370818,0.334221,0.00990359,0.114467,0.161323,-0.193135,0.212144,-0.182215,0.150044,0.211673,0.0457337
-5.94143,1.93559,1.43766,0.96194,-0.276074,0.298331,0.0381208,0.303805,0.472642,0.216046,0.0791576,-0.023654,0.0330856,-0.182768,-0.264647,0.233206,-0.119226,0.213537,0.261177,0.366015
-6.26199,1.8061,1.43257,1.17524,-0.144009,0.149248,-0.0743848,0.309485,0.388166,0.253755,0.289979,-0.251267,-0.0224391,-0.0806769,-0.545854,0.24858,-0.0802736,-0.0457147,0.251431,0.46988
-6.55058,1.54373,1.37012,1.31954,-0.0804166,0.0909737,-0.0284155,0.335574,0.556582,0.274808,0.0892729,-0.196596,0.0038376,-0.210062,-0.354129,0.44896,0.204967,0.040692,0.141378,0.240724
-6.17216,1.66638,1.38145,0.958598,0.144349,0.309387,-0.059826,0.246775,0.152606,0.294347,0.308037,-0.153247,-0.0454891,-0.0419757,-0.102002,0.188249,0.166773,0.271241,0.21034,0.325598
-6.0776,1.50439,1.30086,0.850749,-0.132031,0.162017,-0.202196,0.0870853,0.0104852,0.237454,0.227921,-0.278717,0.0787071,-0.0335466,-0.305945,0.307728,0.254635,0.0589173,0.0526052,0.24931
-5.93306,1.88617,1.52834,0.813724,-0.116954,0.00115493,-0.264654,0.0456713,0.0393516,0.0517485,0.249622,-0.129256,0.160258,-0.0420494,-0.264509,0.230425,0.266671,0.105219,-0.0263293,0.30279
-4.97135,2.29674,1.14605,0.599998,-0.248098,0.393308,-0.201833,-0.472321,-0.229989,0.339915,0.723084,0.218108,0.341976,0.196827,-0.183069,0.261352,0.0168407,-0.246866,-0.0691732,0.309373
-4.9023,2.36081,1.06468,0.495487,-0.375332,0.607687,-0.208839,-0.745969,-0.276589,0.335224,0.746931,0.0832087,0.100676,0.0539487,-0.114323,-0.0552036,-0.405214,-0.160339,0.212477,0.435153
-4.71767,2.0952,0.983995,0.526968,-0.525571,0.795525,0.0934367,-0.236512,-0.0115708,0.342414,0.411461,0.0702073,0.00811979,-0.107446,-0.162655,0.197704,-0.22032,0.0655452,0.234381,0.153741
-4.73803,2.26654,1.00424,0.592829,-0.621089,0.455333,-0.108055,-0.408786,0.167508,0.365986,0.318143,-0.0815698,0.0746019,-0.12593,-0.166683,0.0157544,-0.246974,0.0669464,0.446553,0.291957
-4.55989,1.98752,0.705847,0.750924,-0.264961,0.423,-0.391401,-0.499356,0.120349,0.438423,0.323731,-0.172791,-0.0017592,0.0113884,-0.292797,-0.185676,-0.116696,0.15478,0.227483,0.248495
-4.60955,2.24132,0.799769,0.568722,-0.199408,0.435505,-0.600131,-0.54651,0.133963,0.577773,0.315571,-0.20144,0.014455,-0.0287322,-0.418771,-0.00664782,-0.108828,-0.00128617,0.200989,0.165449
-5.01888,1.91518,1.13072,1.01501,-0.383909,0.153322,-0.51308,-0.194479,0.254765,0.351027,0.265154,-0.0763472,0.110114,-0.110071,-0.316823,-0.0281512,-0.144788,-0.133948,0.223442,0.229423
-5.25163,2.16727,1.41866,0.864716,-0.384169,0.0899031,-0.72153,-0.243478,-0.00761319,0.0736608,0.306655,0.198192,0.31719,0.0235178,-0.17816,-0.262451,-0.0319827,0.0452071,0.173061,0.289525
-5.47705,1.99795,1.20812,1.31757,0.0210537,-0.0838247,-0.59159,-0.136493,0.257508,0.124289,0.253766,-0.0140369,0.0724248,-0.171213,-0.267145,0.1121,0.0126213,-0.0243546,0.0500805,0.102671
-3.44824,1.81539,0.750407,0.815316,0.297209,0.465232,-0.134553,0.0171281,0.0347338,0.160401,0.11233,0.0216614,0.00652444,-0.098343,-0.122069,-0.0222365,-0.150675,0.171982,0.149791,-0.0201907
-3.40167,1.37362,0.575994,0.527639,-0.33236,0.223929,-0.254869,-0.0345378,0.211917,0.283195,0.0152524,0.0762211,0.0836919,0.0868529,-0.112194,0.0473454,0.192837,0.218465,0.0591507,0.206946
